_IM_PROGRAM_GRAPH_NODE,_IM_PRIMITIVE_ARC,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_EQUIVALENT,_IM_MINIMAL
2,1,0,1,1,1,1.0,3,19,13.272727272727273,0,0
2,1,0,1,1,1,1.0,3,19,13.272727272727273,0,0
2,1,0,1,1,1,1.0,3,19,13.272727272727273,0,0
3,0,0,0,2,10,7.0,2,18,12.272727272727273,0,0
3,0,0,0,2,10,7.0,2,18,12.272727272727273,0,0
3,0,0,0,2,10,7.0,2,18,12.272727272727273,0,0
3,0,0,0,2,10,7.0,2,18,12.272727272727273,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,1,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,1,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
10,1,1,0,7,15,10.8,4,13,9.5,1,0
10,1,1,0,7,15,10.8,4,13,9.5,0,1
10,1,1,0,7,15,10.8,4,13,9.5,0,1
10,1,1,0,7,15,10.8,4,13,9.5,1,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
11,1,0,1,8,16,11.8,4,12,9.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
1,1,1,1,0,0,0.0,1,20,13.166666666666666,0,0
1,1,1,1,0,0,0.0,1,20,13.166666666666666,0,0
3,0,0,0,2,10,7.0,2,18,12.272727272727273,0,0
3,0,0,0,2,10,7.0,2,18,12.272727272727273,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
5,1,1,0,4,12,8.25,7,16,11.3,0,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
8,1,1,0,6,14,9.8,5,14,9.75,0,0
10,1,1,0,7,15,10.8,4,13,9.5,0,0
10,1,1,0,7,15,10.8,4,13,9.5,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
13,0,0,0,3,11,8.0,1,1,1.0,0,0
